1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
ШтрихКод;ЛокальныйКод;Внешний код;Наименование;Полное наименование;ЕдиницаИзмерения;Группа;Группа2;Группа3;Группа4;Группа5;НДС;ЦенаПродажи;Страна;Поставщик;ЦенаЗакупки;Остаток;Производитель;ИНН Производителя;КПП Производителя;Импортер;ИНН Импортера;КПП Ипортера;Табак;Алкоголь;Крепость;Объем;АлкоКод;Вид алкогольной продукции
4604248006877;9954;29b98327-7b71-11e4-8ae7-0025222dc009;Джем "Махеев" в ас-те д/п 300 гр;Джем "Махеев" в ас-те д/п 300 гр;шт;Фруктовая;Консервация;;;;;89;;;;2;;;;;;;;;;;;;
4604248007034;9954;29b98327-7b71-11e4-8ae7-0025222dc009;Джем "Махеев" в ас-те д/п 300 гр;Джем "Махеев" в ас-те д/п 300 гр;шт;Фруктовая;Консервация;;;;;89;;;;2;;;;;;;;;;;;;
4604248013233;9954;29b98327-7b71-11e4-8ae7-0025222dc009;Джем "Махеев" в ас-те д/п 300 гр;Джем "Махеев" в ас-те д/п 300 гр;шт;Фруктовая;Консервация;;;;;89;;;;2;;;;;;;;;;;;;
4604248013240;9954;29b98327-7b71-11e4-8ae7-0025222dc009;Джем "Махеев" в ас-те д/п 300 гр;Джем "Махеев" в ас-те д/п 300 гр;шт;Фруктовая;Консервация;;;;;89;;;;2;;;;;;;;;;;;;
4604248013257;9954;29b98327-7b71-11e4-8ae7-0025222dc009;Джем "Махеев" в ас-те д/п 300 гр;Джем "Махеев" в ас-те д/п 300 гр;шт;Фруктовая;Консервация;;;;;89;;;;2;;;;;;;;;;;;;
4604248016159;9954;29b98327-7b71-11e4-8ae7-0025222dc009;Джем "Махеев" в ас-те д/п 300 гр;Джем "Махеев" в ас-те д/п 300 гр;шт;Фруктовая;Консервация;;;;;89;;;;2;;;;;;;;;;;;;
4604248017392;9954;29b98327-7b71-11e4-8ae7-0025222dc009;Джем "Махеев" в ас-те д/п 300 гр;Джем "Махеев" в ас-те д/п 300 гр;шт;Фруктовая;Консервация;;;;;89;;;;2;;;;;;;;;;;;;
4604248017712;9954;29b98327-7b71-11e4-8ae7-0025222dc009;Джем "Махеев" в ас-те д/п 300 гр;Джем "Махеев" в ас-те д/п 300 гр;шт;Фруктовая;Консервация;;;;;89;;;;2;;;;;;;;;;;;;
4607015490213;734;4c66648a-f852-11e4-8bbc-001e8c783f4c;Экстро-Ситро "Карачинский" 0,5 л;Экстро-Ситро "Карачинский" 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;38;;;;1;;;;;;;;;;;;;
4600682765431;738;a314aa76-f859-11e4-8bbc-001e8c783f4c;Кроненбург Блек 1664 пиво 0,46 л ст ;Кроненбург Блек 1664 пиво 0,46 л ст ;шт;Пиво;Слабоалкогольная продукция;;;;;112;;;;11;;;;;;;;;;;;;
4607065003838;749;cffb90cd-f853-11e4-8bbd-001e8c783f4c;Perfect Fit  в ассорт.85 гр;Perfect Fit  в ассорт.85 гр;шт;Корма для животных;;;;;;31;;;;13;;;;;;;;;;;;;
4607065378387;749;cffb90cd-f853-11e4-8bbd-001e8c783f4c;Perfect Fit  в ассорт.85 гр;Perfect Fit  в ассорт.85 гр;шт;Корма для животных;;;;;;31;;;;13;;;;;;;;;;;;;
4607065378400;749;cffb90cd-f853-11e4-8bbd-001e8c783f4c;Perfect Fit  в ассорт.85 гр;Perfect Fit  в ассорт.85 гр;шт;Корма для животных;;;;;;31;;;;13;;;;;;;;;;;;;
4607065378424;749;cffb90cd-f853-11e4-8bbd-001e8c783f4c;Perfect Fit  в ассорт.85 гр;Perfect Fit  в ассорт.85 гр;шт;Корма для животных;;;;;;31;;;;13;;;;;;;;;;;;;
6927022230731;752;cffb90e2-f853-11e4-8bbd-001e8c783f4c;Прокладки НатаМ Гиг.ночные 8 шт;Прокладки НатаМ Гиг.ночные 8 шт;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;68;;;;2;;;;;;;;;;;;;
4605664003303;755;052e5e10-f85a-11e4-8bbd-001e8c783f4c;Миллер  пиво ж/б  4,5 %  0,5 ;Миллер  пиво ж/б  4,5 %  0,5 ;шт;Пиво;Слабоалкогольная продукция;;;;;77;;;;35;;;;;;;;;;;;;
4605209000590;770;a8239091-f936-11e4-8bbd-001e8c783f4c;Приправа  Хмели-сунели  15 г;Приправа  Хмели-сунели  15 г;шт;Приправы, уксус, сода;;;;;;11;;;;6;;;;;;;;;;;;;
4610000821985;770;a8239091-f936-11e4-8bbd-001e8c783f4c;Приправа  Хмели-сунели  15 г;Приправа  Хмели-сунели  15 г;шт;Приправы, уксус, сода;;;;;;11;;;;6;;;;;;;;;;;;;
4602486001951;1560;50569a51-6bda-11e5-8c60-001e8c783f4c;Настойка "Мягков Клюква" 40% Мариинск 0,7 л;Настойка "Мягков Клюква" 40% Мариинск 0,7 л;шт;Настойки, напитки;Алкогольная продукция;;;;;570;;;;5;;;;;;;;;;;;;
4607106440271;1397;5f76ef2e-3978-11e5-8c69-001e8c783f4c;Смесь Гавайская /Витамин/400гр;Смесь Гавайская /Витамин/400гр;шт;Пельмени, вареники;Мороженое, замороженные продукты;;;;;90;;;;2;;;;;;;;;;;;;
4607029051103;9875;5852c2f2-6f84-11e4-8cae-0025222dc009;Кубаночка Томатная паста 280 гр ст;Кубаночка Томатная паста 280 гр ст;шт;Кетчупы, томат. паста, горчица;;;;;;70;;;;1;;;;;;;;;;;;;
4606144002618;1376;c2a58363-3730-11e5-8d69-001e8c783f4c;Зуб. щетка колгейт Для детей 2+;Зуб. щетка колгейт Для детей 2+;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;64;;;;2;;;;;;;;;;;;;
46145512;1386;face48bd-3741-11e5-8d69-001e8c783f4c;Дирол XXL жеват. рез. без сахара 19 гр;Дирол XXL жеват. рез. без сахара 19 гр;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;32;;;;41;;;;;;;;;;;;;
46149282;1386;face48bd-3741-11e5-8d69-001e8c783f4c;Дирол XXL жеват. рез. без сахара 19 гр;Дирол XXL жеват. рез. без сахара 19 гр;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;32;;;;41;;;;;;;;;;;;;
46184054;1386;face48bd-3741-11e5-8d69-001e8c783f4c;Дирол XXL жеват. рез. без сахара 19 гр;Дирол XXL жеват. рез. без сахара 19 гр;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;32;;;;41;;;;;;;;;;;;;
46184061;1386;face48bd-3741-11e5-8d69-001e8c783f4c;Дирол XXL жеват. рез. без сахара 19 гр;Дирол XXL жеват. рез. без сахара 19 гр;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;32;;;;41;;;;;;;;;;;;;
4620004391520;1698;28178e34-aec6-11e5-8e45-001e8c783f4c;MacCoffe Arabica 40 гр м/упак;MacCoffe Arabica 40 гр м/упак;шт;Чай, 3 в 1 кофе;;;;;;100;;;;3;;;;;;;;;;;;;
4601501227154;1472;b6247496-4bae-11e5-8edc-001e8c783f4c;Окомэ пиво светлое 4,3%  0,48  л ж/б;Окомэ пиво светлое 4,3%  0,48  л ж/б;шт;Пиво;Слабоалкогольная продукция;;;;;67;;;;8;;;;;;;;;;;;;
4601501289152;1472;b6247496-4bae-11e5-8edc-001e8c783f4c;Окомэ пиво светлое 4,3%  0,48  л ж/б;Окомэ пиво светлое 4,3%  0,48  л ж/б;шт;Пиво;Слабоалкогольная продукция;;;;;67;;;;8;;;;;;;;;;;;;
4607805480400;2019;f553b323-0689-11e6-91d1-001e8c783f4c;Кофе Московский 50 гр ж/б;Кофе Московский 50 гр ж/б;шт;Кофе;;;;;;88;;;;1;;;;;;;;;;;;;
4607109843284;1460;4b5f7b11-4a06-11e5-9229-001e8c783f4c;Конфета Pinkpie глаз. 40 гр.;Конфета Pinkpie глаз. 40 гр.;шт;Шоколад;Кондитерские изделия;;;;;10;;;;18;;;;;;;;;;;;;
4607109843307;1460;4b5f7b11-4a06-11e5-9229-001e8c783f4c;Конфета Pinkpie глаз. 40 гр.;Конфета Pinkpie глаз. 40 гр.;шт;Шоколад;Кондитерские изделия;;;;;10;;;;18;;;;;;;;;;;;;
4607109843574;1460;4b5f7b11-4a06-11e5-9229-001e8c783f4c;Конфета Pinkpie глаз. 40 гр.;Конфета Pinkpie глаз. 40 гр.;шт;Шоколад;Кондитерские изделия;;;;;10;;;;18;;;;;;;;;;;;;
4620004390752;1463;36b0c05d-4a2e-11e5-9229-001e8c783f4c;MacCoffe  gold 75 гр м/упак.;MacCoffe  gold 75 гр м/упак.;шт;Чай, 3 в 1 кофе;;;;;;180;;;;3;;;;;;;;;;;;;
4620004390776;1464;36b0c061-4a2e-11e5-9229-001e8c783f4c;MacCoffe Favorite 75 гр м/упак;MacCoffe Favorite 75 гр м/упак;шт;Чай, 3 в 1 кофе;;;;;;135;;;;3;;;;;;;;;;;;;
4600338006147;320;dd609cc3-cd10-11e4-92bc-0025222dc009;Фрутоняня Пюре фруктовое в ас-те 90 гр;Фрутоняня Пюре фруктовое в ас-те 90 гр;шт;Соки;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
4600338006154;320;dd609cc3-cd10-11e4-92bc-0025222dc009;Фрутоняня Пюре фруктовое в ас-те 90 гр;Фрутоняня Пюре фруктовое в ас-те 90 гр;шт;Соки;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
4600338006161;320;dd609cc3-cd10-11e4-92bc-0025222dc009;Фрутоняня Пюре фруктовое в ас-те 90 гр;Фрутоняня Пюре фруктовое в ас-те 90 гр;шт;Соки;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
4600338006178;320;dd609cc3-cd10-11e4-92bc-0025222dc009;Фрутоняня Пюре фруктовое в ас-те 90 гр;Фрутоняня Пюре фруктовое в ас-те 90 гр;шт;Соки;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
4600338006185;320;dd609cc3-cd10-11e4-92bc-0025222dc009;Фрутоняня Пюре фруктовое в ас-те 90 гр;Фрутоняня Пюре фруктовое в ас-те 90 гр;шт;Соки;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
4600338006611;320;dd609cc3-cd10-11e4-92bc-0025222dc009;Фрутоняня Пюре фруктовое в ас-те 90 гр;Фрутоняня Пюре фруктовое в ас-те 90 гр;шт;Соки;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
4600338007069;320;dd609cc3-cd10-11e4-92bc-0025222dc009;Фрутоняня Пюре фруктовое в ас-те 90 гр;Фрутоняня Пюре фруктовое в ас-те 90 гр;шт;Соки;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
4600338007700;320;dd609cc3-cd10-11e4-92bc-0025222dc009;Фрутоняня Пюре фруктовое в ас-те 90 гр;Фрутоняня Пюре фруктовое в ас-те 90 гр;шт;Соки;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
4600338008028;320;dd609cc3-cd10-11e4-92bc-0025222dc009;Фрутоняня Пюре фруктовое в ас-те 90 гр;Фрутоняня Пюре фруктовое в ас-те 90 гр;шт;Соки;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
4600338008493;320;dd609cc3-cd10-11e4-92bc-0025222dc009;Фрутоняня Пюре фруктовое в ас-те 90 гр;Фрутоняня Пюре фруктовое в ас-те 90 гр;шт;Соки;Безалкогольная продукция;;;;;58;;;;9;;;;;;;;;;;;;
5010677942041;1659;0921f7ae-a79f-11e5-92cd-001e8c783f4c;Вермут Мартини Розато 15% 0,5 ст;Вермут Мартини Розато 15% 0,5 ст;шт;Вино;Алкогольная продукция;;;;;644;;;;1;;;;;;;;;;;;;
4610000821619;1674;64d75ae2-a7c6-11e5-92cd-001e8c783f4c;Суп Борщ /Приправыч/ 60 гр;Суп Борщ /Приправыч/ 60 гр;шт;Приправы, уксус, сода;;;;;;30;;;;3;;;;;;;;;;;;;
4607126129040;1679;8626918c-a873-11e5-92cd-001e8c783f4c;Колбаса Рябушка /Ясная горка/450 гр;Колбаса Рябушка /Ясная горка/450 гр;шт;Колбасные изделия ;;;;;;102;;;;1;;;;;;;;;;;;;
4630006263275;1680;86269190-a873-11e5-92cd-001e8c783f4c;Колбаса Оригинальная с перцем с/к КПК 325 гр;Колбаса Оригинальная с перцем с/к КПК 325 гр;шт;Колбасные изделия ;;;;;;222;;;;1;;;;;;;;;;;;;
4607015238709;1685;2693d242-a934-11e5-92cd-001e8c783f4c;Ирис со вкусом шоколада 140 гр. Яшкино;Ирис со вкусом шоколада 140 гр. Яшкино;шт;Мармелад. зефир, леденцы, ирис;Кондитерские изделия;;;;;24;;;;1;;;;;;;;;;;;;
4600494600470;2023;dadb9530-0786-11e6-9324-001e8c783f4c;Чай Липтон 1 л в ассорт.;Чай Липтон 1 л в ассорт.;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;81;;;;1;;;;;;;;;;;;;
4600494600500;2023;dadb9530-0786-11e6-9324-001e8c783f4c;Чай Липтон 1 л в ассорт.;Чай Липтон 1 л в ассорт.;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;81;;;;1;;;;;;;;;;;;;
4600494600531;2023;dadb9530-0786-11e6-9324-001e8c783f4c;Чай Липтон 1 л в ассорт.;Чай Липтон 1 л в ассорт.;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;81;;;;1;;;;;;;;;;;;;
8714100721032;2025;dadb954a-0786-11e6-9324-001e8c783f4c;Золотой Стандарт Сэндвич 69 гр;Золотой Стандарт Сэндвич 69 гр;шт;Мороженое;Мороженое, замороженные продукты;;;;;54;;;;21;;;;;;;;;;;;;
4607068621053;213;fc7dcdc8-b742-11e4-9339-0025222dc009;Ватные палочки "Aura" 200  шт;Ватные палочки "Aura" 200  шт;шт;Бытовая ;Хоз. товары;;;;;47;;;;3;;;;;;;;;;;;;
4260369660376;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4260369660505;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4260369660697;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4260369660789;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4260369661021;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4260369661052;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4260369661083;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4260369662738;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4260369662820;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4260369663124;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4260369663452;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4260369663698;1067;0deb70d7-100b-11e5-939e-001e8c783f4c;Мальборо GOld Origiinal;Мальборо GOld Origiinal;шт;Сигареты;;;;;;150;;;;8;;;;;;;;;;;;;
4606411000347;1704;bdde761a-b5cb-11e5-93ad-001e8c783f4c;Закуска колбасная Ассорти Рузком 325 гр;Закуска колбасная Ассорти Рузком 325 гр;шт;Мясная;Консервация;;;;;45;;;;4;;;;;;;;;;;;;
4606411000385;1704;bdde761a-b5cb-11e5-93ad-001e8c783f4c;Закуска колбасная Ассорти Рузком 325 гр;Закуска колбасная Ассорти Рузком 325 гр;шт;Мясная;Консервация;;;;;45;;;;4;;;;;;;;;;;;;
4606411000422;1704;bdde761a-b5cb-11e5-93ad-001e8c783f4c;Закуска колбасная Ассорти Рузком 325 гр;Закуска колбасная Ассорти Рузком 325 гр;шт;Мясная;Консервация;;;;;45;;;;4;;;;;;;;;;;;;
4606411000545;1704;bdde761a-b5cb-11e5-93ad-001e8c783f4c;Закуска колбасная Ассорти Рузком 325 гр;Закуска колбасная Ассорти Рузком 325 гр;шт;Мясная;Консервация;;;;;45;;;;4;;;;;;;;;;;;;
4606411000583;1704;bdde761a-b5cb-11e5-93ad-001e8c783f4c;Закуска колбасная Ассорти Рузком 325 гр;Закуска колбасная Ассорти Рузком 325 гр;шт;Мясная;Консервация;;;;;45;;;;4;;;;;;;;;;;;;
